SVID,Type,Name,Unit,Pointer,Comment,Line,SourceRef
37501,ASCII_TYPE,ATC Power Supply Serial Number 01,,fObserver->lbSerialNumber01,ATC Power Supply Serial Number 01,683,SECSGEM/uHGemHT9045_SV.cpp#L683
37502,ASCII_TYPE,ATC Power Supply Serial Number 02,,fObserver->lbSerialNumber02,ATC Power Supply Serial Number 02,684,SECSGEM/uHGemHT9045_SV.cpp#L684
37503,ASCII_TYPE,ATC Power Supply Serial Number 03,,fObserver->lbSerialNumber03,ATC Power Supply Serial Number 03,685,SECSGEM/uHGemHT9045_SV.cpp#L685
37504,ASCII_TYPE,ATC Power Supply Serial Number 04,,fObserver->lbSerialNumber04,ATC Power Supply Serial Number 04,686,SECSGEM/uHGemHT9045_SV.cpp#L686
37505,ASCII_TYPE,ATC Power Supply Firmware Version 01,,fObserver->lbFirmwareNumber01,ATC Power Supply Firmware Version 01,687,SECSGEM/uHGemHT9045_SV.cpp#L687
37506,ASCII_TYPE,ATC Power Supply Firmware Version 02,,fObserver->lbFirmwareNumber02,ATC Power Supply Firmware Version 02,688,SECSGEM/uHGemHT9045_SV.cpp#L688
37507,ASCII_TYPE,ATC Power Supply Firmware Version 03,,fObserver->lbFirmwareNumber03,ATC Power Supply Firmware Version 03,689,SECSGEM/uHGemHT9045_SV.cpp#L689
37508,ASCII_TYPE,ATC Power Supply Firmware Version 04,,fObserver->lbFirmwareNumber04,ATC Power Supply Firmware Version 04,690,SECSGEM/uHGemHT9045_SV.cpp#L690
37600,INT_4_TYPE,In Arm Picker A Count,,&TestIF_File.InArmPickerLifeCnt[0][0],In Arm Picker A Count,695,SECSGEM/uHGemHT9045_SV.cpp#L695
37601,INT_4_TYPE,In Arm Picker C Count,,&TestIF_File.InArmPickerLifeCnt[0][1],In Arm Picker C Count,696,SECSGEM/uHGemHT9045_SV.cpp#L696
37602,INT_4_TYPE,In Arm Picker E Count,,&TestIF_File.InArmPickerLifeCnt[0][2],In Arm Picker E Count,697,SECSGEM/uHGemHT9045_SV.cpp#L697
37603,INT_4_TYPE,In Arm Picker G Count,,&TestIF_File.InArmPickerLifeCnt[0][3],In Arm Picker G Count,698,SECSGEM/uHGemHT9045_SV.cpp#L698
37604,INT_4_TYPE,In Arm Picker B Count,,&TestIF_File.InArmPickerLifeCnt[1][0],In Arm Picker B Count,699,SECSGEM/uHGemHT9045_SV.cpp#L699
37605,INT_4_TYPE,In Arm Picker D Count,,&TestIF_File.InArmPickerLifeCnt[1][1],In Arm Picker D Count,700,SECSGEM/uHGemHT9045_SV.cpp#L700
37606,INT_4_TYPE,In Arm Picker F Count,,&TestIF_File.InArmPickerLifeCnt[1][2],In Arm Picker F Count,701,SECSGEM/uHGemHT9045_SV.cpp#L701
37607,INT_4_TYPE,In Arm Picker H Count,,&TestIF_File.InArmPickerLifeCnt[1][3],In Arm Picker H Count,702,SECSGEM/uHGemHT9045_SV.cpp#L702
37650,INT_4_TYPE,Out Arm Picker A Count,,&TestIF_File.OutArmPickerLifeCnt[0][0],Out Arm Picker A Count,704,SECSGEM/uHGemHT9045_SV.cpp#L704
37651,INT_4_TYPE,Out Arm Picker C Count,,&TestIF_File.OutArmPickerLifeCnt[0][1],Out Arm Picker C Count,705,SECSGEM/uHGemHT9045_SV.cpp#L705
37652,INT_4_TYPE,Out Arm Picker E Count,,&TestIF_File.OutArmPickerLifeCnt[0][2],Out Arm Picker E Count,706,SECSGEM/uHGemHT9045_SV.cpp#L706
37653,INT_4_TYPE,Out Arm Picker G Count,,&TestIF_File.OutArmPickerLifeCnt[0][3],Out Arm Picker G Count,707,SECSGEM/uHGemHT9045_SV.cpp#L707
37654,INT_4_TYPE,Out Arm Picker B Count,,&TestIF_File.OutArmPickerLifeCnt[1][0],Out Arm Picker B Count,708,SECSGEM/uHGemHT9045_SV.cpp#L708
37655,INT_4_TYPE,Out Arm Picker D Count,,&TestIF_File.OutArmPickerLifeCnt[1][1],Out Arm Picker D Count,709,SECSGEM/uHGemHT9045_SV.cpp#L709
37656,INT_4_TYPE,Out Arm Picker F Count,,&TestIF_File.OutArmPickerLifeCnt[1][2],Out Arm Picker F Count,710,SECSGEM/uHGemHT9045_SV.cpp#L710
37657,INT_4_TYPE,Out Arm Picker H Count,,&TestIF_File.OutArmPickerLifeCnt[1][3],Out Arm Picker H Count,711,SECSGEM/uHGemHT9045_SV.cpp#L711
37700,ASCII_TYPE,PC_NAME,,&PC_NAME,PC_NAME,713,SECSGEM/uHGemHT9045_SV.cpp#L713
37701,INT_4_TYPE,Index Arm 1 Picker Aa Count,,&TestIF_File.Arm1PickerLifeCnt[0][0],Index Arm 1 Picker Aa Count,715,SECSGEM/uHGemHT9045_SV.cpp#L715
37702,INT_4_TYPE,Index Arm 1 Picker Ab Count,,&TestIF_File.Arm1PickerLifeCnt[0][1],Index Arm 1 Picker Ab Count,716,SECSGEM/uHGemHT9045_SV.cpp#L716
37703,INT_4_TYPE,Index Arm 1 Picker Ac Count,,&TestIF_File.Arm1PickerLifeCnt[0][2],Index Arm 1 Picker Ac Count,717,SECSGEM/uHGemHT9045_SV.cpp#L717
37704,INT_4_TYPE,Index Arm 1 Picker Ad Count,,&TestIF_File.Arm1PickerLifeCnt[0][3],Index Arm 1 Picker Ad Count,718,SECSGEM/uHGemHT9045_SV.cpp#L718
37705,INT_4_TYPE,Index Arm 1 Picker Ae Count,,&TestIF_File.Arm1PickerLifeCnt[0][4],Index Arm 1 Picker Ae Count,719,SECSGEM/uHGemHT9045_SV.cpp#L719
37706,INT_4_TYPE,Index Arm 1 Picker Af Count,,&TestIF_File.Arm1PickerLifeCnt[0][5],Index Arm 1 Picker Af Count,720,SECSGEM/uHGemHT9045_SV.cpp#L720
37707,INT_4_TYPE,Index Arm 1 Picker Ag Count,,&TestIF_File.Arm1PickerLifeCnt[0][6],Index Arm 1 Picker Ag Count,721,SECSGEM/uHGemHT9045_SV.cpp#L721
37708,INT_4_TYPE,Index Arm 1 Picker Ah Count,,&TestIF_File.Arm1PickerLifeCnt[0][7],Index Arm 1 Picker Ah Count,722,SECSGEM/uHGemHT9045_SV.cpp#L722
37709,INT_4_TYPE,Index Arm 1 Picker Ba Count,,&TestIF_File.Arm1PickerLifeCnt[1][0],Index Arm 1 Picker Ba Count,724,SECSGEM/uHGemHT9045_SV.cpp#L724
37710,INT_4_TYPE,Index Arm 1 Picker Bb Count,,&TestIF_File.Arm1PickerLifeCnt[1][1],Index Arm 1 Picker Bb Count,725,SECSGEM/uHGemHT9045_SV.cpp#L725
37711,INT_4_TYPE,Index Arm 1 Picker Bc Count,,&TestIF_File.Arm1PickerLifeCnt[1][2],Index Arm 1 Picker Bc Count,726,SECSGEM/uHGemHT9045_SV.cpp#L726
37712,INT_4_TYPE,Index Arm 1 Picker Bd Count,,&TestIF_File.Arm1PickerLifeCnt[1][3],Index Arm 1 Picker Bd Count,727,SECSGEM/uHGemHT9045_SV.cpp#L727
37713,INT_4_TYPE,Index Arm 1 Picker Be Count,,&TestIF_File.Arm1PickerLifeCnt[1][4],Index Arm 1 Picker Be Count,728,SECSGEM/uHGemHT9045_SV.cpp#L728
37714,INT_4_TYPE,Index Arm 1 Picker Bf Count,,&TestIF_File.Arm1PickerLifeCnt[1][5],Index Arm 1 Picker Bf Count,729,SECSGEM/uHGemHT9045_SV.cpp#L729
37715,INT_4_TYPE,Index Arm 1 Picker Bg Count,,&TestIF_File.Arm1PickerLifeCnt[1][6],Index Arm 1 Picker Bg Count,730,SECSGEM/uHGemHT9045_SV.cpp#L730
37716,INT_4_TYPE,Index Arm 1 Picker Bh Count,,&TestIF_File.Arm1PickerLifeCnt[1][7],Index Arm 1 Picker Bh Count,731,SECSGEM/uHGemHT9045_SV.cpp#L731
37717,INT_4_TYPE,Index Arm 2 Picker Aa Count,,&TestIF_File.Arm2PickerLifeCnt[0][0],Index Arm 2 Picker Aa Count,733,SECSGEM/uHGemHT9045_SV.cpp#L733
37718,INT_4_TYPE,Index Arm 2 Picker Ab Count,,&TestIF_File.Arm2PickerLifeCnt[0][1],Index Arm 2 Picker Ab Count,734,SECSGEM/uHGemHT9045_SV.cpp#L734
37719,INT_4_TYPE,Index Arm 2 Picker Ac Count,,&TestIF_File.Arm2PickerLifeCnt[0][2],Index Arm 2 Picker Ac Count,735,SECSGEM/uHGemHT9045_SV.cpp#L735
37720,INT_4_TYPE,Index Arm 2 Picker Ad Count,,&TestIF_File.Arm2PickerLifeCnt[0][3],Index Arm 2 Picker Ad Count,736,SECSGEM/uHGemHT9045_SV.cpp#L736
37721,INT_4_TYPE,Index Arm 2 Picker Ae Count,,&TestIF_File.Arm2PickerLifeCnt[0][4],Index Arm 2 Picker Ae Count,737,SECSGEM/uHGemHT9045_SV.cpp#L737
37722,INT_4_TYPE,Index Arm 2 Picker Af Count,,&TestIF_File.Arm2PickerLifeCnt[0][5],Index Arm 2 Picker Af Count,738,SECSGEM/uHGemHT9045_SV.cpp#L738
37723,INT_4_TYPE,Index Arm 2 Picker Ag Count,,&TestIF_File.Arm2PickerLifeCnt[0][6],Index Arm 2 Picker Ag Count,739,SECSGEM/uHGemHT9045_SV.cpp#L739
37724,INT_4_TYPE,Index Arm 2 Picker Ah Count,,&TestIF_File.Arm2PickerLifeCnt[0][7],Index Arm 2 Picker Ah Count,740,SECSGEM/uHGemHT9045_SV.cpp#L740
37725,INT_4_TYPE,Index Arm 2 Picker Ba Count,,&TestIF_File.Arm2PickerLifeCnt[1][0],Index Arm 2 Picker Ba Count,742,SECSGEM/uHGemHT9045_SV.cpp#L742
37726,INT_4_TYPE,Index Arm 2 Picker Bb Count,,&TestIF_File.Arm2PickerLifeCnt[1][1],Index Arm 2 Picker Bb Count,743,SECSGEM/uHGemHT9045_SV.cpp#L743
37727,INT_4_TYPE,Index Arm 2 Picker Bc Count,,&TestIF_File.Arm2PickerLifeCnt[1][2],Index Arm 2 Picker Bc Count,744,SECSGEM/uHGemHT9045_SV.cpp#L744
37728,INT_4_TYPE,Index Arm 2 Picker Bd Count,,&TestIF_File.Arm2PickerLifeCnt[1][3],Index Arm 2 Picker Bd Count,745,SECSGEM/uHGemHT9045_SV.cpp#L745
37729,INT_4_TYPE,Index Arm 2 Picker Be Count,,&TestIF_File.Arm2PickerLifeCnt[1][4],Index Arm 2 Picker Be Count,746,SECSGEM/uHGemHT9045_SV.cpp#L746
37730,INT_4_TYPE,Index Arm 2 Picker Bf Count,,&TestIF_File.Arm2PickerLifeCnt[1][5],Index Arm 2 Picker Bf Count,747,SECSGEM/uHGemHT9045_SV.cpp#L747
37731,INT_4_TYPE,Index Arm 2 Picker Bg Count,,&TestIF_File.Arm2PickerLifeCnt[1][6],Index Arm 2 Picker Bg Count,748,SECSGEM/uHGemHT9045_SV.cpp#L748
37732,INT_4_TYPE,Index Arm 2 Picker Bh Count,,&TestIF_File.Arm2PickerLifeCnt[1][7],Index Arm 2 Picker Bh Count,749,SECSGEM/uHGemHT9045_SV.cpp#L749
38120,INT_4_TYPE,Load Port Transfer State - LOADER,,&iPortStatus[ePortLoader],Load Port Transfer State - LOADER,751,SECSGEM/uHGemHT9045_SV.cpp#L751
38121,INT_4_TYPE,Load Port Transfer State - EMPTY,,&iPortStatus[ePortEmpty],Load Port Transfer State - EMPTY,752,SECSGEM/uHGemHT9045_SV.cpp#L752
38122,INT_4_TYPE,Load Port Transfer State - COLOR,,&iPortStatus[ePortColor],Load Port Transfer State - COLOR,753,SECSGEM/uHGemHT9045_SV.cpp#L753
38123,INT_4_TYPE,Load Port Transfer State - AUTO1,,&iPortStatus[ePortAuto1],Load Port Transfer State - AUTO1,754,SECSGEM/uHGemHT9045_SV.cpp#L754
38124,INT_4_TYPE,Load Port Transfer State - AUTO2,,&iPortStatus[ePortAuto2],Load Port Transfer State - AUTO2,755,SECSGEM/uHGemHT9045_SV.cpp#L755
38125,INT_4_TYPE,Load Port Transfer State - AUTO3,,&iPortStatus[ePortAuto3],Load Port Transfer State - AUTO3,756,SECSGEM/uHGemHT9045_SV.cpp#L756
38126,INT_4_TYPE,Load Port Transfer State - FIX1,,&iPortStatus[ePortFix1],Load Port Transfer State - FIX1,757,SECSGEM/uHGemHT9045_SV.cpp#L757
38127,INT_4_TYPE,Load Port Transfer State - FIX2,,&iPortStatus[ePortFix2],Load Port Transfer State - FIX2,758,SECSGEM/uHGemHT9045_SV.cpp#L758
38128,INT_4_TYPE,Load Port Transfer State - FIX3,,&iPortStatus[ePortFix3],Load Port Transfer State - FIX3,759,SECSGEM/uHGemHT9045_SV.cpp#L759
38129,INT_4_TYPE,Load Port Transfer State - AUTO4,,&iPortStatus[ePortAuto4],Load Port Transfer State - AUTO4,760,SECSGEM/uHGemHT9045_SV.cpp#L760
38130,INT_4_TYPE,Load Port Transfer State - AUTO5,,&iPortStatus[ePortAuto5],Load Port Transfer State - AUTO5,761,SECSGEM/uHGemHT9045_SV.cpp#L761
38131,INT_4_TYPE,Load Port Transfer State - AUTO6,,&iPortStatus[ePortAuto6],Load Port Transfer State - AUTO6,762,SECSGEM/uHGemHT9045_SV.cpp#L762
38132,INT_4_TYPE,Load Port Transfer State - FIX4,,&iPortStatus[ePortFix4],Load Port Transfer State - FIX4,763,SECSGEM/uHGemHT9045_SV.cpp#L763
38133,INT_4_TYPE,Load Port Transfer State - FIX5,,&iPortStatus[ePortFix5],Load Port Transfer State - FIX5,764,SECSGEM/uHGemHT9045_SV.cpp#L764
38134,INT_4_TYPE,Load Port Transfer State - FIX6,,&iPortStatus[ePortFix6],Load Port Transfer State - FIX6,765,SECSGEM/uHGemHT9045_SV.cpp#L765
38303,BOOLEAN_TYPE,Empty Tray Count,,&LastSet.iEmptyTrayCount_ART,Empty Tray Count,767,SECSGEM/uHGemHT9045_SV.cpp#L767
38304,BOOLEAN_TYPE,Output BIN Code,,&sOutputBinCode,Output BIN Code,768,SECSGEM/uHGemHT9045_SV.cpp#L768
38305,INT_4_TYPE,Input Port State,,&iLoadStateATK[etLoader],Input Port State,770,SECSGEM/uHGemHT9045_SV.cpp#L770
38306,INT_4_TYPE,Empty Port State,,&iLoadStateATK[etEmpty],Empty Port State,771,SECSGEM/uHGemHT9045_SV.cpp#L771
38307,INT_4_TYPE,Output 1 Port State,,&iLoadStateATK[etAuto1],Output 1 Port State,772,SECSGEM/uHGemHT9045_SV.cpp#L772
38308,INT_4_TYPE,Output 2 Port State,,&iLoadStateATK[etAuto2],Output 2 Port State,773,SECSGEM/uHGemHT9045_SV.cpp#L773
38309,INT_4_TYPE,Output 3 Port State,,&iLoadStateATK[etAuto3],Output 3 Port State,774,SECSGEM/uHGemHT9045_SV.cpp#L774
38310,INT_4_TYPE,Output 4 Port State,,&iLoadStateATK[etAuto4],Output 4 Port State,775,SECSGEM/uHGemHT9045_SV.cpp#L775
38311,INT_4_TYPE,Output 5 Port State,,&iLoadStateATK[etAuto5],Output 5 Port State,776,SECSGEM/uHGemHT9045_SV.cpp#L776
38312,INT_4_TYPE,Output 6 Port State,,&iLoadStateATK[etAuto6],Output 6 Port State,777,SECSGEM/uHGemHT9045_SV.cpp#L777
38313,INT_4_TYPE,CoverTray Port State,,&iLoadStateATK[etColor],CoverTray Port State,778,SECSGEM/uHGemHT9045_SV.cpp#L778
38314,ASCII_TYPE,PC_NAME,,&PC_NAME,PC_NAME,779,SECSGEM/uHGemHT9045_SV.cpp#L779
62105,BOOLEAN_TYPE,SafeDoorStatus,,&RunInfo.bSafeDoorIsOpen,Safe Door Status,783,SECSGEM/uHGemHT9045_SV.cpp#L783
62106,BOOLEAN_TYPE,SenSafeDoor_1,,&RunInfo.bSafeDoor[0],SenSafeDoor_1,784,SECSGEM/uHGemHT9045_SV.cpp#L784
62107,BOOLEAN_TYPE,SenSafeDoor_2,,&RunInfo.bSafeDoor[1],SenSafeDoor_2,785,SECSGEM/uHGemHT9045_SV.cpp#L785
62108,BOOLEAN_TYPE,SenSafeDoor_3,,&RunInfo.bSafeDoor[2],SenSafeDoor_3,786,SECSGEM/uHGemHT9045_SV.cpp#L786
62109,BOOLEAN_TYPE,SenSafeDoor_4,,&RunInfo.bSafeDoor[3],SenSafeDoor_4,787,SECSGEM/uHGemHT9045_SV.cpp#L787
62110,BOOLEAN_TYPE,SenSafeDoor_5,,&RunInfo.bSafeDoor[4],SenSafeDoor_5,788,SECSGEM/uHGemHT9045_SV.cpp#L788
62111,BOOLEAN_TYPE,SenSafeDoor_6,,&RunInfo.bSafeDoor[5],SenSafeDoor_6,789,SECSGEM/uHGemHT9045_SV.cpp#L789
62112,BOOLEAN_TYPE,SenSafeDoor_7,,&RunInfo.bSafeDoor[6],SenSafeDoor_7,790,SECSGEM/uHGemHT9045_SV.cpp#L790
62113,BOOLEAN_TYPE,SenSafeDoor_8,,&RunInfo.bSafeDoor[7],SenSafeDoor_8,791,SECSGEM/uHGemHT9045_SV.cpp#L791
62114,BOOLEAN_TYPE,SenSafeDoor_9,,&RunInfo.bSafeDoor[8],SenSafeDoor_9,792,SECSGEM/uHGemHT9045_SV.cpp#L792
62115,BOOLEAN_TYPE,SenSafeDoor_10,,&RunInfo.bSafeDoor[9],SenSafeDoor_10,793,SECSGEM/uHGemHT9045_SV.cpp#L793
65000,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Aa,,&IniConfig.HeadContactCount[0][0][0],HeadCondition1 Head 1 Contact Count Aa,795,SECSGEM/uHGemHT9045_SV.cpp#L795
65001,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Ab,,&IniConfig.HeadContactCount[0][0][2],HeadCondition1 Head 1 Contact Count Ab,796,SECSGEM/uHGemHT9045_SV.cpp#L796
65002,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Ac,,&IniConfig.HeadContactCount[0][0][4],HeadCondition1 Head 1 Contact Count Ac,797,SECSGEM/uHGemHT9045_SV.cpp#L797
65003,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Ad,,&IniConfig.HeadContactCount[0][0][6],HeadCondition1 Head 1 Contact Count Ad,798,SECSGEM/uHGemHT9045_SV.cpp#L798
65004,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Ae,,&IniConfig.HeadContactCount[0][0][8],HeadCondition1 Head 1 Contact Count Ae,799,SECSGEM/uHGemHT9045_SV.cpp#L799
65005,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Af,,&IniConfig.HeadContactCount[0][0][10],HeadCondition1 Head 1 Contact Count Af,800,SECSGEM/uHGemHT9045_SV.cpp#L800
65006,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Ag,,&IniConfig.HeadContactCount[0][0][12],HeadCondition1 Head 1 Contact Count Ag,801,SECSGEM/uHGemHT9045_SV.cpp#L801
65007,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Ah,,&IniConfig.HeadContactCount[0][0][14],HeadCondition1 Head 1 Contact Count Ah,802,SECSGEM/uHGemHT9045_SV.cpp#L802
65008,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Ba,,&IniConfig.HeadContactCount[0][0][1],HeadCondition1 Head 1 Contact Count Ba,803,SECSGEM/uHGemHT9045_SV.cpp#L803
65009,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Bb,,&IniConfig.HeadContactCount[0][0][3],HeadCondition1 Head 1 Contact Count Bb,804,SECSGEM/uHGemHT9045_SV.cpp#L804
65010,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Bc,,&IniConfig.HeadContactCount[0][0][5],HeadCondition1 Head 1 Contact Count Bc,805,SECSGEM/uHGemHT9045_SV.cpp#L805
65011,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Bd,,&IniConfig.HeadContactCount[0][0][7],HeadCondition1 Head 1 Contact Count Bd,806,SECSGEM/uHGemHT9045_SV.cpp#L806
65012,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Be,,&IniConfig.HeadContactCount[0][0][9],HeadCondition1 Head 1 Contact Count Be,807,SECSGEM/uHGemHT9045_SV.cpp#L807
65013,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Bf,,&IniConfig.HeadContactCount[0][0][11],HeadCondition1 Head 1 Contact Count Bf,808,SECSGEM/uHGemHT9045_SV.cpp#L808
65014,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Bg,,&IniConfig.HeadContactCount[0][0][13],HeadCondition1 Head 1 Contact Count Bg,809,SECSGEM/uHGemHT9045_SV.cpp#L809
65015,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Bh,,&IniConfig.HeadContactCount[0][0][15],HeadCondition1 Head 1 Contact Count Bh,810,SECSGEM/uHGemHT9045_SV.cpp#L810
65016,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Aa,,&IniConfig.HeadContactCount[0][1][0],HeadCondition1 Head 2 Contact Count Aa,811,SECSGEM/uHGemHT9045_SV.cpp#L811
65017,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Ab,,&IniConfig.HeadContactCount[0][1][2],HeadCondition1 Head 2 Contact Count Ab,812,SECSGEM/uHGemHT9045_SV.cpp#L812
65018,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Ac,,&IniConfig.HeadContactCount[0][1][4],HeadCondition1 Head 2 Contact Count Ac,813,SECSGEM/uHGemHT9045_SV.cpp#L813
65019,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Ad,,&IniConfig.HeadContactCount[0][1][6],HeadCondition1 Head 2 Contact Count Ad,814,SECSGEM/uHGemHT9045_SV.cpp#L814
65020,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Ae,,&IniConfig.HeadContactCount[0][1][8],HeadCondition1 Head 2 Contact Count Ae,815,SECSGEM/uHGemHT9045_SV.cpp#L815
65021,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Af,,&IniConfig.HeadContactCount[0][1][10],HeadCondition1 Head 2 Contact Count Af,816,SECSGEM/uHGemHT9045_SV.cpp#L816
65022,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Ag,,&IniConfig.HeadContactCount[0][1][12],HeadCondition1 Head 2 Contact Count Ag,817,SECSGEM/uHGemHT9045_SV.cpp#L817
65023,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Ah,,&IniConfig.HeadContactCount[0][1][14],HeadCondition1 Head 2 Contact Count Ah,818,SECSGEM/uHGemHT9045_SV.cpp#L818
65024,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Ba,,&IniConfig.HeadContactCount[0][1][1],HeadCondition1 Head 2 Contact Count Ba,819,SECSGEM/uHGemHT9045_SV.cpp#L819
65025,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Bb,,&IniConfig.HeadContactCount[0][1][3],HeadCondition1 Head 2 Contact Count Bb,820,SECSGEM/uHGemHT9045_SV.cpp#L820
65026,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Bc,,&IniConfig.HeadContactCount[0][1][5],HeadCondition1 Head 2 Contact Count Bc,821,SECSGEM/uHGemHT9045_SV.cpp#L821
65027,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Bd,,&IniConfig.HeadContactCount[0][1][7],HeadCondition1 Head 2 Contact Count Bd,822,SECSGEM/uHGemHT9045_SV.cpp#L822
65028,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Be,,&IniConfig.HeadContactCount[0][1][9],HeadCondition1 Head 2 Contact Count Be,823,SECSGEM/uHGemHT9045_SV.cpp#L823
65029,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Bf,,&IniConfig.HeadContactCount[0][1][11],HeadCondition1 Head 2 Contact Count Bf,824,SECSGEM/uHGemHT9045_SV.cpp#L824
65030,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Bg,,&IniConfig.HeadContactCount[0][1][13],HeadCondition1 Head 2 Contact Count Bg,825,SECSGEM/uHGemHT9045_SV.cpp#L825
65031,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Bh,,&IniConfig.HeadContactCount[0][1][15],HeadCondition1 Head 2 Contact Count Bh,826,SECSGEM/uHGemHT9045_SV.cpp#L826
65032,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Aa,,&IniConfig.HeadContactCount[1][0][0],HeadCondition2 Head 1 Contact Count Aa,827,SECSGEM/uHGemHT9045_SV.cpp#L827
65033,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Ab,,&IniConfig.HeadContactCount[1][0][2],HeadCondition2 Head 1 Contact Count Ab,828,SECSGEM/uHGemHT9045_SV.cpp#L828
65034,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Ac,,&IniConfig.HeadContactCount[1][0][4],HeadCondition2 Head 1 Contact Count Ac,829,SECSGEM/uHGemHT9045_SV.cpp#L829
65035,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Ad,,&IniConfig.HeadContactCount[1][0][6],HeadCondition2 Head 1 Contact Count Ad,830,SECSGEM/uHGemHT9045_SV.cpp#L830
65036,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Ae,,&IniConfig.HeadContactCount[1][0][8],HeadCondition2 Head 1 Contact Count Ae,831,SECSGEM/uHGemHT9045_SV.cpp#L831
65037,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Af,,&IniConfig.HeadContactCount[1][0][10],HeadCondition2 Head 1 Contact Count Af,832,SECSGEM/uHGemHT9045_SV.cpp#L832
65038,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Ag,,&IniConfig.HeadContactCount[1][0][12],HeadCondition2 Head 1 Contact Count Ag,833,SECSGEM/uHGemHT9045_SV.cpp#L833
65039,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Ah,,&IniConfig.HeadContactCount[1][0][14],HeadCondition2 Head 1 Contact Count Ah,834,SECSGEM/uHGemHT9045_SV.cpp#L834
65040,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Ba,,&IniConfig.HeadContactCount[1][0][1],HeadCondition2 Head 1 Contact Count Ba,835,SECSGEM/uHGemHT9045_SV.cpp#L835
65041,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Bb,,&IniConfig.HeadContactCount[1][0][3],HeadCondition2 Head 1 Contact Count Bb,836,SECSGEM/uHGemHT9045_SV.cpp#L836
65042,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Bc,,&IniConfig.HeadContactCount[1][0][5],HeadCondition2 Head 1 Contact Count Bc,837,SECSGEM/uHGemHT9045_SV.cpp#L837
65043,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Bd,,&IniConfig.HeadContactCount[1][0][7],HeadCondition2 Head 1 Contact Count Bd,838,SECSGEM/uHGemHT9045_SV.cpp#L838
65044,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Be,,&IniConfig.HeadContactCount[1][0][9],HeadCondition2 Head 1 Contact Count Be,839,SECSGEM/uHGemHT9045_SV.cpp#L839
65045,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Bf,,&IniConfig.HeadContactCount[1][0][11],HeadCondition2 Head 1 Contact Count Bf,840,SECSGEM/uHGemHT9045_SV.cpp#L840
65046,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Bg,,&IniConfig.HeadContactCount[1][0][13],HeadCondition2 Head 1 Contact Count Bg,841,SECSGEM/uHGemHT9045_SV.cpp#L841
65047,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Bh,,&IniConfig.HeadContactCount[1][0][15],HeadCondition2 Head 1 Contact Count Bh,842,SECSGEM/uHGemHT9045_SV.cpp#L842
65048,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Aa,,&IniConfig.HeadContactCount[1][1][0],HeadCondition2 Head 2 Contact Count Aa,843,SECSGEM/uHGemHT9045_SV.cpp#L843
