ECID,Type,Name,Unit,Pointer,Max,Min,Default,Comment,Line,SourceRef
3718,ASCII_TYPE,Bin 0-255 Contact RT,,fBinSel->sBinDoubleContact[eBinRT],,,,0:Single; 1:Double; CSV Format for Bin 0 to 255,402,SECSGEM/uHGemHT9045_EC.cpp#L402
3719,ASCII_TYPE,Bin 0-255 Type for RT,,fBinSel->sBinType[eBinRT],,,,0:Pase; 1:Fail; CSV Format for Bin 0 to 255,403,SECSGEM/uHGemHT9045_EC.cpp#L403
3720,ASCII_TYPE,Bin 0-255 Continut Error Alarm Select for RT,,fBinSel->sBinConsFail[eBinRT],,,,Continut Error Alarm 0:Disable; 1:Enable; CSV Format for Bin 0 to 255,404,SECSGEM/uHGemHT9045_EC.cpp#L404
3721,INT_4_TYPE,Error Bin Tray Select for OFF-Line,,&BinSelect[eBinOffLine].IfErrorT3,33,0,0,0:Auto1; 1:Auto2; 2:Auto3; 3:Fix1; 4:Fix2; 5:Fix3; 6:Fix4; 7:Fix5; 8:Fix6; 9:Bulk Box 10:Magazine 1; 11:Magazine 2; 12:Magazine 3; 13:Magazine 4; 14:Magazine 5; 15:Magazine 6; 16:Magazine 7; 17:Magazine 8; 18:Magazine 9; 19:Magazine 10; 20:Magazine 11; 21:Magazine 12; 22:Magazine 13; 23:Magazine 14; 24:Auto 4; 25:Auto 5; 26:Auto 6; 27:Fix 7; 28:Fix 8; 29:Fix 9; 30:Fix 10; 31:Fix 11; 32:Fix 12;,405,SECSGEM/uHGemHT9045_EC.cpp#L405
3722,ASCII_TYPE,Bin 0-255 Tray Select for OFF-Line,,fBinSel->sBinTraySetT3Pos[eBinOffLine],,,,0:Not In Use; 1:Auto1; 2:Auto2; 3:Auto3; 4:Fix1; 5:Fix2; 6:Fix3; 7:Fix4; 8:Fix5; 9:Fix6; 10:Bulk Box 11:Magazine 1; 12:Magazine 2; 13:Magazine 3; 14:Magazine 4; 15:Magazine 5; 16:Magazine 6; 17:Magazine 7; 18:Magazine 8; 19:Magazine 9; 20:Magazine 10; 21:Magazine 11; 22:Magazine 12; 23:Magazine 13; 24:Magazine 14; 25:Auto 4; 26:Auto 5; 27:Auto 6; 28:Fix 7; 29:Fix 8; 30:Fix 9; 31:Fix 10; 32:Fix 11; 33:Fix 12; CSV Format for Bin 0 to 255,406,SECSGEM/uHGemHT9045_EC.cpp#L406
3723,ASCII_TYPE,Bin 0-255 Contact for OFF-Line,,fBinSel->sBinDoubleContact[eBinOffLine],,,,0:Single; 1:Double; CSV Format for Bin 0 to 255,407,SECSGEM/uHGemHT9045_EC.cpp#L407
3724,ASCII_TYPE,Bin 0-255 Type for OFF-Line,,fBinSel->sBinType[eBinOffLine],,,,0:Pase; 1:Fail; CSV Format for Bin 0 to 255,408,SECSGEM/uHGemHT9045_EC.cpp#L408
3725,ASCII_TYPE,Bin 0-255 Continut Error Alarm Select for OFF-Line,,fBinSel->sBinConsFail[eBinOffLine],,,,Continut Error Alarm 0:Disable; 1:Enable; CSV Format for Bin 0 to 255,409,SECSGEM/uHGemHT9045_EC.cpp#L409
3726,ASCII_TYPE,Tray for Fail Bin (RT),,fBinSel->sT3TrayType[eBinRT],,,,0:Pass; 1:Fail; CSV Format Data for Auto1; Auto2; Auto3; Fix1; Fix2; Fix3; Fix4; Fix5; Fix6; Bulk Box; Magazine 1; Magazine 2; Magazine 3; Magazine 4; Magazine 5; Magazine 6; Magazine 7; Magazine 8; Magazine 9; Magazine 10; Magazine 11; Magazine 12; Magazine 13; Magazine 14; Auto4; Auto5; Auto6; Fix 7; Fix 8; Fix 9; Fix 10; Fix 11; Fix 12;,410,SECSGEM/uHGemHT9045_EC.cpp#L410
3727,ASCII_TYPE,Tray for Need Auto Retest (RT),,fBinSel->sT6Retest[eBinRT],,,,0:Disable; 1:Enable; CSV Format Data for Auto1; Auto2; Auto3; Auto4; Auto5; Auto6;,411,SECSGEM/uHGemHT9045_EC.cpp#L411
3728,ASCII_TYPE,Tray for Fail Bin (Off Line),,fBinSel->sT3TrayType[eBinOffLine],,,,0:Pass; 1:Fail; CSV Format Data for Auto1; Auto2; Auto3; Fix1; Fix2; Fix3; Fix4; Fix5; Fix6; Bulk Box; Magazine 1; Magazine 2; Magazine 3; Magazine 4; Magazine 5; Magazine 6; Magazine 7; Magazine 8; Magazine 9; Magazine 10; Magazine 11; Magazine 12; Magazine 13; Magazine 14; Auto4; Auto5; Auto6; Fix 7; Fix 8; Fix 9; Fix 10; Fix 11; Fix 12;,412,SECSGEM/uHGemHT9045_EC.cpp#L412
3729,ASCII_TYPE,Tray for Need Auto Retest (Off Line),,fBinSel->sT6Retest[eBinOffLine],,,,0:Disable; 1:Enable; CSV Format Data for Auto1; Auto2; Auto3; Auto4; Auto5; Auto6;,413,SECSGEM/uHGemHT9045_EC.cpp#L413
3800,INT_4_TYPE,Error Bin Tray Select for ART_FT,,&BinSelect[eBinFT_ART].IfErrorT3,33,0,0,0:Auto1; 1:Auto2; 2:Auto3; 3:Fix1; 4:Fix2; 5:Fix3; 6:Fix4; 7:Fix5; 8:Fix6; 9:Bulk Box 10:Magazine 1; 11:Magazine 2; 12:Magazine 3; 13:Magazine 4; 14:Magazine 5; 15:Magazine 6; 16:Magazine 7; 17:Magazine 8; 18:Magazine 9; 19:Magazine 10; 20:Magazine 11; 21:Magazine 12; 22:Magazine 13; 23:Magazine 14; 24:Auto 4; 25:Auto 5; 26:Auto 6; 27:Fix 7; 28:Fix 8; 29:Fix 9; 30:Fix 10; 31:Fix 11; 32:Fix 12;,414,SECSGEM/uHGemHT9045_EC.cpp#L414
3801,ASCII_TYPE,Bin 0-255 Tray Select for ART_FT,,fBinSel->sBinTraySetT3Pos[eBinFT_ART],,,,0:Not In Use; 1:Auto1; 2:Auto2; 3:Auto3; 4:Fix1; 5:Fix2; 6:Fix3; 7:Fix4; 8:Fix5; 9:Fix6; 10:Bulk Box 11:Magazine 1; 12:Magazine 2; 13:Magazine 3; 14:Magazine 4; 15:Magazine 5; 16:Magazine 6; 17:Magazine 7; 18:Magazine 8; 19:Magazine 9; 20:Magazine 10; 21:Magazine 11; 22:Magazine 12; 23:Magazine 13; 24:Magazine 14; 25:Auto 4; 26:Auto 5; 27:Auto 6; 28:Fix 7; 29:Fix 8; 30:Fix 9; 31:Fix 10; 32:Fix 11; 33:Fix 12; CSV Format for Bin 0 to 255,415,SECSGEM/uHGemHT9045_EC.cpp#L415
3802,ASCII_TYPE,Bin 0-255 Contact for ART_FT,,fBinSel->sBinDoubleContact[eBinFT_ART],,,,0:Single; 1:Double; CSV Format for Bin 0 to 255,416,SECSGEM/uHGemHT9045_EC.cpp#L416
3803,ASCII_TYPE,Bin 0-255 Type for ART_FT,,fBinSel->sBinType[eBinFT_ART],,,,0:Pase; 1:Fail; CSV Format for Bin 0 to 255,417,SECSGEM/uHGemHT9045_EC.cpp#L417
3804,ASCII_TYPE,Bin 0-255 Continut Error Alarm Select for ART_FT,,fBinSel->sBinConsFail[eBinFT_ART],,,,Continut Error Alarm 0:Disable; 1:Enable; CSV Format for Bin 0 to 255,418,SECSGEM/uHGemHT9045_EC.cpp#L418
3805,ASCII_TYPE,Tray for Fail Bin (ART_FT),,fBinSel->sT3TrayType[eBinFT_ART],,,,0: Pass; 1:Fail; CSV Format Data for Auto1; Auto2; Auto3; Fix1; Fix2; Fix3; Fix4; Fix5; Fix6; Bulk Box; Magazine 1; Magazine 2; Magazine 3; Magazine 4; Magazine 5; Magazine 6; Magazine 7; Magazine 8; Magazine 9; Magazine 10; Magazine 11; Magazine 12; Magazine 13; Magazine 14; Auto4; Auto5; Auto6; Fix 7; Fix 8; Fix 9; Fix 10; Fix 11; Fix 12;,419,SECSGEM/uHGemHT9045_EC.cpp#L419
3806,ASCII_TYPE,Tray for Need Auto Retest (ART_FT),,fBinSel->sT6Retest[eBinFT_ART],,,,0: Disable; 1:Enable; CSV Format Data for Auto1; Auto2; Auto3; Auto4; Auto5; Auto6;,420,SECSGEM/uHGemHT9045_EC.cpp#L420
3900,INT_4_TYPE,Error Bin Tray Select for ART_RT,,&BinSelect[eBinRT_ART].IfErrorT3,33,0,0,0:Auto1; 1:Auto2; 2:Auto3; 3:Fix1; 4:Fix2; 5:Fix3; 6:Fix4; 7:Fix5; 8:Fix6; 9:Bulk Box 10:Magazine 1; 11:Magazine 2; 12:Magazine 3; 13:Magazine 4; 14:Magazine 5; 15:Magazine 6; 16:Magazine 7; 17:Magazine 8; 18:Magazine 9; 19:Magazine 10; 20:Magazine 11; 21:Magazine 12; 22:Magazine 13; 23:Magazine 14; 24:Auto 4; 25:Auto 5; 26:Auto 6; 27:Fix 7; 28:Fix 8; 29:Fix 9; 30:Fix 10; 31:Fix 11; 32:Fix 12;,421,SECSGEM/uHGemHT9045_EC.cpp#L421
3901,ASCII_TYPE,Bin 0-255 Tray Select for ART_RT,,fBinSel->sBinTraySetT3Pos[eBinRT_ART],,,,0:Not In Use; 1:Auto1; 2:Auto2; 3:Auto3; 4:Fix1; 5:Fix2; 6:Fix3; 7:Fix4; 8:Fix5; 9:Fix6; 10:Bulk Box 11:Magazine 1; 12:Magazine 2; 13:Magazine 3; 14:Magazine 4; 15:Magazine 5; 16:Magazine 6; 17:Magazine 7; 18:Magazine 8; 19:Magazine 9; 20:Magazine 10; 21:Magazine 11; 22:Magazine 12; 23:Magazine 13; 24:Magazine 14; 25:Auto 4; 26:Auto 5; 27:Auto 6; 28:Fix 7; 29:Fix 8; 30:Fix 9; 31:Fix 10; 32:Fix 11; 33:Fix 12; CSV Format for Bin 0 to 255,423,SECSGEM/uHGemHT9045_EC.cpp#L423
3902,ASCII_TYPE,Bin 0-255 Contact for ART_RT,,fBinSel->sBinDoubleContact[eBinRT_ART],,,,0:Single; 1:Double; CSV Format for Bin 0 to 255,424,SECSGEM/uHGemHT9045_EC.cpp#L424
3903,ASCII_TYPE,Bin 0-255 Type for ART_RT,,fBinSel->sBinType[eBinRT_ART],,,,0:Pase; 1:Fail; CSV Format for Bin 0 to 255,425,SECSGEM/uHGemHT9045_EC.cpp#L425
3904,ASCII_TYPE,Bin 0-255 Continut Error Alarm Select for ART_RT,,fBinSel->sBinConsFail[eBinRT_ART],,,,Continut Error Alarm 0:Disable; 1:Enable; CSV Format for Bin 0 to 255,426,SECSGEM/uHGemHT9045_EC.cpp#L426
3905,ASCII_TYPE,Tray for Fail Bin (ART_RT),,fBinSel->sT3TrayType[eBinRT_ART],,,,0: Pass; 1: Fail; CSV Format Data for Auto1; Auto2; Auto3; Fix1; Fix2; Fix3; Fix4; Fix5; Fix6; Bulk Box; Magazine 1; Magazine 2; Magazine 3; Magazine 4; Magazine 5; Magazine 6; Magazine 7; Magazine 8; Magazine 9; Magazine 10; Magazine 11; Magazine 12; Magazine 13; Magazine 14; Auto4; Auto5; Auto6; Fix 7; Fix 8; Fix 9; Fix 10; Fix 11; Fix 12;,427,SECSGEM/uHGemHT9045_EC.cpp#L427
3906,ASCII_TYPE,Tray for Need Auto Retest (ART_RT),,fBinSel->sT6Retest[eBinRT_ART],,,,0: Disable; 1: Enable; CSV Format Data for Auto1; Auto2; Auto3; Auto4; Auto5; Auto6;,428,SECSGEM/uHGemHT9045_EC.cpp#L428
4000,INT_4_TYPE,Error Bin Tray Select for MRT_FT,,&BinSelect[eBinFT_MRT].IfErrorT3,33,0,0,0:Auto1; 1:Auto2; 2:Auto3; 3:Fix1; 4:Fix2; 5:Fix3; 6:Fix4; 7:Fix5; 8:Fix6; 9:Bulk Box 10:Magazine 1; 11:Magazine 2; 12:Magazine 3; 13:Magazine 4; 14:Magazine 5; 15:Magazine 6; 16:Magazine 7; 17:Magazine 8; 18:Magazine 9; 19:Magazine 10; 20:Magazine 11; 21:Magazine 12; 22:Magazine 13; 23:Magazine 14; 24:Auto 4; 25:Auto 5; 26:Auto 6; 27:Fix 7; 28:Fix 8; 29:Fix 9; 30:Fix 10; 31:Fix 11; 32:Fix 12;,431,SECSGEM/uHGemHT9045_EC.cpp#L431
4001,ASCII_TYPE,Bin 0-255 Tray Select for MRT_FT,,fBinSel->sBinTraySetT3Pos[eBinFT_MRT],,,,0:Not In Use; 1:Auto1; 2:Auto2; 3:Auto3; 4:Fix1; 5:Fix2; 6:Fix3; 7:Fix4; 8:Fix5; 9:Fix6; 10:Bulk Box 11:Magazine 1; 12:Magazine 2; 13:Magazine 3; 14:Magazine 4; 15:Magazine 5; 16:Magazine 6; 17:Magazine 7; 18:Magazine 8; 19:Magazine 9; 20:Magazine 10; 21:Magazine 11; 22:Magazine 12; 23:Magazine 13; 24:Magazine 14; 25:Auto 4; 26:Auto 5; 27:Auto 6; 28:Fix 7; 29:Fix 8; 30:Fix 9; 31:Fix 10; 32:Fix 11; 33:Fix 12; CSV Format for Bin 0 to 255,432,SECSGEM/uHGemHT9045_EC.cpp#L432
4002,ASCII_TYPE,Bin 0-255 Contact for MRT_FT,,fBinSel->sBinDoubleContact[eBinFT_MRT],,,,0:Single; 1:Double; CSV Format for Bin 0 to 255,433,SECSGEM/uHGemHT9045_EC.cpp#L433
4003,ASCII_TYPE,Bin 0-255 Type for MRT_FT,,fBinSel->sBinType[eBinFT_MRT],,,,0:Pase; 1:Fail; CSV Format for Bin 0 to 255,434,SECSGEM/uHGemHT9045_EC.cpp#L434
4004,ASCII_TYPE,Bin 0-255 Continut Error Alarm Select for MRT_FT,,fBinSel->sBinConsFail[eBinFT_MRT],,,,Continut Error Alarm 0:Disable; 1:Enable; CSV Format for Bin 0 to 255,435,SECSGEM/uHGemHT9045_EC.cpp#L435
4005,ASCII_TYPE,Tray for Fail Bin (MRT_FT),,fBinSel->sT3TrayType[eBinFT_MRT],,,,0: Pass; 1:Fail; CSV Format Data for Auto1; Auto2; Auto3; Fix1; Fix2; Fix3; Fix4; Fix5; Fix6; Bulk Box; Magazine 1; Magazine 2; Magazine 3; Magazine 4; Magazine 5; Magazine 6; Magazine 7; Magazine 8; Magazine 9; Magazine 10; Magazine 11; Magazine 12; Magazine 13; Magazine 14; Auto4; Auto5; Auto6; Fix 7; Fix 8; Fix 9; Fix 10; Fix 11; Fix 12;,436,SECSGEM/uHGemHT9045_EC.cpp#L436
4006,ASCII_TYPE,Tray for Need Auto Retest (MRT_FT),,fBinSel->sT6Retest[eBinFT_MRT],,,,0: Disable; 1:Enable; CSV Format Data for Auto1; Auto2; Auto3; Auto4; Auto5; Auto6;,437,SECSGEM/uHGemHT9045_EC.cpp#L437
4009,BOOLEAN_TYPE,Use MRT Bin Tray Mode,,&TestIF_File.bEnableMRTMode,1,0,0,Use MRT Bin Tray Mode,439,SECSGEM/uHGemHT9045_EC.cpp#L439
4100,INT_4_TYPE,Error Bin Tray Select for MRT_RT,,&BinSelect[eBinRT_MRT].IfErrorT3,33,0,0,0:Auto1; 1:Auto2; 2:Auto3; 3:Fix1; 4:Fix2; 5:Fix3; 6:Fix4; 7:Fix5; 8:Fix6; 9:Bulk Box 10:Magazine 1; 11:Magazine 2; 12:Magazine 3; 13:Magazine 4; 14:Magazine 5; 15:Magazine 6; 16:Magazine 7; 17:Magazine 8; 18:Magazine 9; 19:Magazine 10; 20:Magazine 11; 21:Magazine 12; 22:Magazine 13; 23:Magazine 14; 24:Auto 4; 25:Auto 5; 26:Auto 6; 27:Fix 7; 28:Fix 8; 29:Fix 9; 30:Fix 10; 31:Fix 11; 32:Fix 12;,441,SECSGEM/uHGemHT9045_EC.cpp#L441
4101,ASCII_TYPE,Bin 0-255 Tray Select for MRT_RT,,fBinSel->sBinTraySetT3Pos[eBinRT_MRT],,,,0:Not In Use; 1:Auto1; 2:Auto2; 3:Auto3; 4:Fix1; 5:Fix2; 6:Fix3; 7:Fix4; 8:Fix5; 9:Fix6; 10:Bulk Box 11:Magazine 1; 12:Magazine 2; 13:Magazine 3; 14:Magazine 4; 15:Magazine 5; 16:Magazine 6; 17:Magazine 7; 18:Magazine 8; 19:Magazine 9; 20:Magazine 10; 21:Magazine 11; 22:Magazine 12; 23:Magazine 13; 24:Magazine 14; 25:Auto 4; 26:Auto 5; 27:Auto 6; 28:Fix 7; 29:Fix 8; 30:Fix 9; 31:Fix 10; 32:Fix 11; 33:Fix 12; CSV Format for Bin 0 to 255,442,SECSGEM/uHGemHT9045_EC.cpp#L442
4102,ASCII_TYPE,Bin 0-255 Contact for MRT_RT,,fBinSel->sBinDoubleContact[eBinRT_MRT],,,,0:Single; 1:Double; CSV Format for Bin 0 to 255,443,SECSGEM/uHGemHT9045_EC.cpp#L443
4103,ASCII_TYPE,Bin 0-255 Type for MRT_RT,,fBinSel->sBinType[eBinRT_MRT],,,,0:Pase; 1:Fail; CSV Format for Bin 0 to 255,444,SECSGEM/uHGemHT9045_EC.cpp#L444
4104,ASCII_TYPE,Bin 0-255 Continut Error Alarm Select for MRT_RT,,fBinSel->sBinConsFail[eBinRT_MRT],,,,Continut Error Alarm 0:Disable; 1:Enable; CSV Format for Bin 0 to 255,445,SECSGEM/uHGemHT9045_EC.cpp#L445
4105,ASCII_TYPE,Tray for Fail Bin (MRT_RT),,fBinSel->sT3TrayType[eBinRT_MRT],,,,0:Pass; 1:Fail; CSV Format Data for Auto1; Auto2; Auto3; Fix1; Fix2; Fix3; Fix4; Fix5; Fix6; Bulk Box; Magazine 1; Magazine 2; Magazine 3; Magazine 4; Magazine 5; Magazine 6; Magazine 7; Magazine 8; Magazine 9; Magazine 10; Magazine 11; Magazine 12; Magazine 13; Magazine 14; Auto4; Auto5; Auto6; Fix 7; Fix 8; Fix 9; Fix 10; Fix 11; Fix 12;,446,SECSGEM/uHGemHT9045_EC.cpp#L446
4106,ASCII_TYPE,Tray for Need Auto Retest (MRT_RT),,fBinSel->sT6Retest[eBinRT_MRT],,,,0:Disable; 1 Enable; CSV Format Data for Auto1; Auto2; Auto3; Auto4; Auto5; Auto6;,447,SECSGEM/uHGemHT9045_EC.cpp#L447
4201,ASCII_TYPE,In Arm to Loader Offset,mm,InArmOffSet_File[InOfsLoader]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;,450,SECSGEM/uHGemHT9045_EC.cpp#L450
4202,ASCII_TYPE,In Arm to Hot Plate 1 Offset,mm,InArmOffSet_File[InOfsHP1]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;,451,SECSGEM/uHGemHT9045_EC.cpp#L451
4203,ASCII_TYPE,In Arm to Hot Plate 2 Offset,mm,InArmOffSet_File[InOfsHP2]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;,452,SECSGEM/uHGemHT9045_EC.cpp#L452
4204,ASCII_TYPE,In Arm to Shuttle 1 Offset,mm,InArmOffSet_File[InOfsInSh1]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;,453,SECSGEM/uHGemHT9045_EC.cpp#L453
4205,ASCII_TYPE,In Arm to Shuttle 2 Offset,mm,InArmOffSet_File[InOfsInSh2]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;,454,SECSGEM/uHGemHT9045_EC.cpp#L454
4206,ASCII_TYPE,In Arm to Auto Clean Kit Offset,mm,InArmOffSet_File[InOfsAutoClean]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;,455,SECSGEM/uHGemHT9045_EC.cpp#L455
4208,ASCII_TYPE,In Arm to Rotater Offset,mm,InArmOffSet_File[InOfsRotate_In]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;,456,SECSGEM/uHGemHT9045_EC.cpp#L456
4251,ASCII_TYPE,Out Arm to Shuttle 1 Offset,mm,OutArmOffSet_File[OutOfsOutSh1]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;,457,SECSGEM/uHGemHT9045_EC.cpp#L457
4252,ASCII_TYPE,Out Arm to Shuttle 2 Offset,mm,OutArmOffSet_File[OutOfsOutSh2]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;,458,SECSGEM/uHGemHT9045_EC.cpp#L458
4253,ASCII_TYPE,Out Arm to Auto 1 Offset,mm,OutArmOffSet_File[OutOfsAuto1]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;,459,SECSGEM/uHGemHT9045_EC.cpp#L459
4254,ASCII_TYPE,Out Arm to Auto 2 Offset,mm,OutArmOffSet_File[OutOfsAuto2]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;,460,SECSGEM/uHGemHT9045_EC.cpp#L460
4255,ASCII_TYPE,Out Arm to Auto 3 Offset,mm,OutArmOffSet_File[OutOfsAuto3]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;,461,SECSGEM/uHGemHT9045_EC.cpp#L461
4256,ASCII_TYPE,Out Arm to Fix 1 Offset,mm,OutArmOffSet_File[OutOfsFix1]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;,462,SECSGEM/uHGemHT9045_EC.cpp#L462
4257,ASCII_TYPE,Out Arm to Fix 2 Offset,mm,OutArmOffSet_File[OutOfsFix2]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;,463,SECSGEM/uHGemHT9045_EC.cpp#L463
4258,ASCII_TYPE,Out Arm to Fix 3 Offset,mm,OutArmOffSet_File[OutOfsFix3]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;,464,SECSGEM/uHGemHT9045_EC.cpp#L464
4259,ASCII_TYPE,Out Arm to Rotater Offset,mm,OutArmOffSet_File[OutOfsRotate_Out]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;,465,SECSGEM/uHGemHT9045_EC.cpp#L465
4260,ASCII_TYPE,Out Arm to Auto 4 Offset,mm,OutArmOffSet_File[OutOfsAuto4]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;,468,SECSGEM/uHGemHT9045_EC.cpp#L468
4261,ASCII_TYPE,Out Arm to Auto 5 Offset,mm,OutArmOffSet_File[OutOfsAuto5]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;,469,SECSGEM/uHGemHT9045_EC.cpp#L469
4262,ASCII_TYPE,Out Arm to Auto 6 Offset,mm,OutArmOffSet_File[OutOfsAuto6]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;,470,SECSGEM/uHGemHT9045_EC.cpp#L470
4263,ASCII_TYPE,Out Arm to Fix 4 Offset,mm,OutArmOffSet_File[OutOfsFix4]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;,471,SECSGEM/uHGemHT9045_EC.cpp#L471
4264,ASCII_TYPE,Out Arm to Fix 5 Offset,mm,OutArmOffSet_File[OutOfsFix5]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;,472,SECSGEM/uHGemHT9045_EC.cpp#L472
4265,ASCII_TYPE,Out Arm to Fix 6 Offset,mm,OutArmOffSet_File[OutOfsFix6]->tArmOffset,,,,CSV Format with 7 data: X; Y; Pitch; Pick; Place; PitchY; PitchX2;,473,SECSGEM/uHGemHT9045_EC.cpp#L473
4301,ASCII_TYPE,In Arm to Loader Pick Up Offset,mm,InArmOffSet_File[InOfsLoader]->tArmPickOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H,475,SECSGEM/uHGemHT9045_EC.cpp#L475
4302,ASCII_TYPE,In Arm to Hot Plate 1 Pick Up Offset,mm,InArmOffSet_File[InOfsHP1]->tArmPickOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H,476,SECSGEM/uHGemHT9045_EC.cpp#L476
4303,ASCII_TYPE,In Arm to Hot Plate 2 Pick Up Offset,mm,InArmOffSet_File[InOfsHP2]->tArmPickOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H,477,SECSGEM/uHGemHT9045_EC.cpp#L477
4304,FT_8_TYPE,In Arm to Loader Pick Up Offset(ALL Z),mm,&Offset_File.dInArmPickUp[InOfsLoader],,,,CSV Format with 1 data: Pick Up,478,SECSGEM/uHGemHT9045_EC.cpp#L478
4308,ASCII_TYPE,In Arm to Rotater Pick Up Offset,mm,InArmOffSet_File[InOfsRotate_In]->tArmPickOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H,479,SECSGEM/uHGemHT9045_EC.cpp#L479
4351,ASCII_TYPE,Out Arm to Shuttle 1 Pick Up Offset,mm,OutArmOffSet_File[OutOfsOutSh1]->tArmPickOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H,480,SECSGEM/uHGemHT9045_EC.cpp#L480
4352,ASCII_TYPE,Out Arm to Shuttle 2 Pick Up Offset,mm,OutArmOffSet_File[OutOfsOutSh2]->tArmPickOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H,481,SECSGEM/uHGemHT9045_EC.cpp#L481
4353,FT_8_TYPE,Out Arm to Shuttle 1 Pick Up Offset(ALL Z),mm,&Offset_File.dOutArmPickUp[OutOfsOutSh1],,,,CSV Format with 1 data: Pick Up,482,SECSGEM/uHGemHT9045_EC.cpp#L482
4354,FT_8_TYPE,Out Arm to Shuttle 2 Pick Up Offset(ALL Z),mm,&Offset_File.dOutArmPickUp[OutOfsOutSh2],,,,CSV Format with 1 data: Pick Up,483,SECSGEM/uHGemHT9045_EC.cpp#L483
4359,ASCII_TYPE,Out Arm to Rotater Pick Up Offset,mm,OutArmOffSet_File[OutOfsRotate_Out]->tArmPickOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H,484,SECSGEM/uHGemHT9045_EC.cpp#L484
4402,ASCII_TYPE,In Arm to Hot Plate 1 Place Offset,mm,InArmOffSet_File[InOfsHP1]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H,485,SECSGEM/uHGemHT9045_EC.cpp#L485
4403,ASCII_TYPE,In Arm to Hot Plate 2 Place Offset,mm,InArmOffSet_File[InOfsHP2]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H,486,SECSGEM/uHGemHT9045_EC.cpp#L486
4404,ASCII_TYPE,In Arm to Shuttle 1 Place Offset,mm,InArmOffSet_File[InOfsInSh1]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H,487,SECSGEM/uHGemHT9045_EC.cpp#L487
4405,ASCII_TYPE,In Arm to Shuttle 2 Place Offset,mm,InArmOffSet_File[InOfsInSh2]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H,488,SECSGEM/uHGemHT9045_EC.cpp#L488
4406,ASCII_TYPE,In Arm to Auto Clean Kit Place Offset,mm,InArmOffSet_File[InOfsAutoClean]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H,489,SECSGEM/uHGemHT9045_EC.cpp#L489
4408,ASCII_TYPE,In Arm to Rotater Place Offset,mm,InArmOffSet_File[InOfsRotate_In]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H,490,SECSGEM/uHGemHT9045_EC.cpp#L490
